premium,premium_monthly,premium_quaterly,premium_half_yearly,SA,Plan,Company,claim_ratio,plan_description,plan_features_1,plan_features_2,plan_features_3,age,Term,Type Of Policy,combined
20376,1793,5318.0,10453,7500000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 7,500,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,45,15,Term Life Insurance,Premium:20376 premium_monthly:1793 premium_quaterly:5318.0 premium_quaterly:10453 Sum Assured:7500000 age:45 Term:15 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
18587,1610,4784.0,9384,7500000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,45,15,Term Life Insurance,Premium:18587 premium_monthly:1610 premium_quaterly:4784.0 premium_quaterly:9384 Sum Assured:7500000 age:45 Term:15 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
22007,1943,5722.0,11224,7500000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,45,15,Term Life Insurance,Premium:22007 premium_monthly:1943 premium_quaterly:5722.0 premium_quaterly:11224 Sum Assured:7500000 age:45 Term:15 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
19337,1651,,9789,7500000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 7,500,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,45,15,Term Life Insurance,Premium:19337 premium_monthly:1651 premium_quaterly:nan premium_quaterly:9789 Sum Assured:7500000 age:45 Term:15 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
19537,1710,5080.0,9964,7500000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 7,500,000  on death ",NIL,Complete online process,45,15,Term Life Insurance,Premium:19537 premium_monthly:1710 premium_quaterly:5080.0 premium_quaterly:9964 Sum Assured:7500000 age:45 Term:15 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
12875,1133,3360.0,6605,5000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 5,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,45,12,Term Life Insurance,Premium:12875 premium_monthly:1133 premium_quaterly:3360.0 premium_quaterly:6605 Sum Assured:5000000 age:45 Term:12 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
11415,989,2938.0,5763,5000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,45,12,Term Life Insurance,Premium:11415 premium_monthly:989 premium_quaterly:2938.0 premium_quaterly:5763 Sum Assured:5000000 age:45 Term:12 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
18821,1661,4893.0,9599,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,45,12,Term Life Insurance,Premium:18821 premium_monthly:1661 premium_quaterly:4893.0 premium_quaterly:9599 Sum Assured:5000000 age:45 Term:12 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
13231,1130,,6698,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,45,12,Term Life Insurance,Premium:13231 premium_monthly:1130 premium_quaterly:nan premium_quaterly:6698 Sum Assured:5000000 age:45 Term:12 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
12863,1126,3344.0,6560,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,45,12,Term Life Insurance,Premium:12863 premium_monthly:1126 premium_quaterly:3344.0 premium_quaterly:6560 Sum Assured:5000000 age:45 Term:12 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
22920,2017,5982.0,11758,10000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 10,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,44,12,Term Life Insurance,Premium:22920 premium_monthly:2017 premium_quaterly:5982.0 premium_quaterly:11758 Sum Assured:10000000 age:44 Term:12 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
16606,1438,4274.0,8384,10000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,44,12,Term Life Insurance,Premium:16606 premium_monthly:1438 premium_quaterly:4274.0 premium_quaterly:8384 Sum Assured:10000000 age:44 Term:12 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
25016,2209,6504.0,12758,10000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,44,12,Term Life Insurance,Premium:25016 premium_monthly:2209 premium_quaterly:6504.0 premium_quaterly:12758 Sum Assured:10000000 age:44 Term:12 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
21462,1832,,10865,10000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 10,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,44,12,Term Life Insurance,Premium:21462 premium_monthly:1832 premium_quaterly:nan premium_quaterly:10865 Sum Assured:10000000 age:44 Term:12 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
22637,1981,5886.0,11545,10000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 10,000,000  on death ",NIL,Complete online process,44,12,Term Life Insurance,Premium:22637 premium_monthly:1981 premium_quaterly:5886.0 premium_quaterly:11545 Sum Assured:10000000 age:44 Term:12 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
13584,1195,3545.0,6969,5000000,Smart Secure Plus - Life Cover,Max Life Insurance Company Limited,99.65,"Max Life Smart Secure Plus plan offers customers multiple death benefit options at affordable premiums alongwith other features such as premium break, special exit value, voluntary sum assured top up and add on riders thus providing a comprehensive protection solution to customers.","Rs. 5,000,000  on death",Inbuilt terminal illness,Special Exit Benefit & Voluntary Top Up,44,15,Term Life Insurance,Premium:13584 premium_monthly:1195 premium_quaterly:3545.0 premium_quaterly:6969 Sum Assured:5000000 age:44 Term:15 Type Of Policy:Term Life Insurance Company:Max Life Insurance Company Limited
12391,1073,3189.0,6256,5000000,E Touch Life Shield,Bajaj Allianz Life Insurance Company Limited,99.23,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,44,15,Term Life Insurance,Premium:12391 premium_monthly:1073 premium_quaterly:3189.0 premium_quaterly:6256 Sum Assured:5000000 age:44 Term:15 Type Of Policy:Term Life Insurance Company:Bajaj Allianz Life Insurance Company Limited
18880,1667,4909.0,9629,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,44,15,Term Life Insurance,Premium:18880 premium_monthly:1667 premium_quaterly:4909.0 premium_quaterly:9629 Sum Assured:5000000 age:44 Term:15 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
13804,1179,,6988,5000000,iProtect Smart Lumpsum Plan,ICICI Prudential Life Insurance Company Limited,99.17,iProtect Smart Lumpsum Plan is a comprehensive protection plan that provides complete protection - Life Cover as well as multiple add on riders,"Rs. 5,000,000  on death",Inbuilt terminal illness,Inbuilt Waiver of Premium on disability,44,15,Term Life Insurance,Premium:13804 premium_monthly:1179 premium_quaterly:nan premium_quaterly:6988 Sum Assured:5000000 age:44 Term:15 Type Of Policy:Term Life Insurance Company:ICICI Prudential Life Insurance Company Limited
13769,1205,3580.0,7022,5000000,Click 2 Protect Super,HDFC Life Insurance Company Limited,99.5,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,44,15,Term Life Insurance,Premium:13769 premium_monthly:1205 premium_quaterly:3580.0 premium_quaterly:7022 Sum Assured:5000000 age:44 Term:15 Type Of Policy:Term Life Insurance Company:HDFC Life Insurance Company Limited
18467,1631,4801.0,9419,5000000,Sampoorna Raksha Supreme,TATA AIA Life Insurance Company Limited,99.13,This plan helps you ensure that happiness and protect their future goals and financial security with Aegon Life iTerm Prime - a term insurance plan that helps you secure your family’s tomorrow and lets you live tension-free today.,"One Time: Rs. 5,000,000  on death ",NIL,Complete online process,46,5,Term Life Insurance,Premium:18467 premium_monthly:1631 premium_quaterly:4801.0 premium_quaterly:9419 Sum Assured:5000000 age:46 Term:5 Type Of Policy:Term Life Insurance Company:TATA AIA Life Insurance Company Limited
